10/5/20,40,572,279,3297,39
10/5/20,41,8227,672,9317,0
10/5/20,42,695,630,0,0
10/5/20,43,1121,50,641,0
10/5/20,44,3456,577,10443,24
10/5/20,45,248,180,488,10
10/5/20,46,2597,2489,41787,40
10/5/20,47,16033,3409,30383,0
10/5/20,48,482,1105,4181,39
10/5/20,49,3276,687,24597,93
10/5/20,50,20,-5,243,0
10/5/20,51,58,32,954,0
10/5/20,52,2142,455,12488,17
10/5/20,53,1392,1727,6864,56
10/5/20,54,361,114,6338,0
10/5/20,55,53,125,2469,12
10/4/20,0,58,189,3373,0
10/4/20,1,2558,789,5754,0
10/4/20,2,1425,488,7150,23
10/4/20,3,0,0,0,0
10/4/20,4,5706,355,7647,14
10/4/20,5,16120,4293,157106,0
10/4/20,6,1968,657,8817,13
10/4/20,7,4513,0,0,0
10/4/20,8,631,46,2230,0
10/4/20,9,645,118,1513,0
10/4/20,10,14845,1868,18547,64
10/4/20,11,7162,847,16390,34
10/4/20,12,52,0,0,0
10/4/20,13,153,133,1803,5
10/4/20,14,1382,626,3632,0
10/4/20,15,480,464,1571,7
10/4/20,16,9040,1453,50203,0
10/4/20,17,3674,1087,8501,80
10/4/20,18,698,0,0,0
10/4/20,19,1209,616,0,0
10/4/20,20,5577,893,25328,0
10/4/20,21,9510,644,18355,4
10/4/20,22,3958,471,9651,35
10/4/20,23,142,33,0,0
10/4/20,24,7124,0,0,0
10/4/20,25,2133,1039,16648,41
10/4/20,26,2173,1326,9863,0
10/4/20,27,2,0,0,0
10/4/20,28,3013,321,0,0
10/4/20,29,187,279,2351,3
10/4/20,30,3634,610,24092,0
10/4/20,31,191,416,1170,13
10/4/20,32,497,426,2959,9
10/4/20,33,443,48,0,0
10/4/20,34,16136,626,60394,49
10/4/20,35,890,296,5815,15
10/4/20,36,1623,392,2787,0
10/4/20,37,25519,1222,109107,0
10/4/20,38,4925,941,36959,32
10/4/20,39,1052,569,0,0
10/4/20,40,572,259,3274,0
10/4/20,41,8216,2251,26664,0
10/4/20,42,686,300,0,0
10/4/20,43,1120,124,1833,7
10/4/20,44,3453,691,37637,43
10/4/20,45,248,432,1324,17
10/4/20,46,2577,1615,31811,24
10/4/20,47,16025,2884,62062,0
10/4/20,48,478,1393,6821,24
10/4/20,49,3273,1067,0,9
10/4/20,50,20,1,227,0
10/4/20,51,58,7,727,0
10/4/20,52,2142,609,16588,25
10/4/20,53,1388,1926,8950,58
10/4/20,54,358,160,7214,0
10/4/20,55,53,139,0,1
10/3/20,0,58,147,3819,0
10/3/20,1,2558,1682,9707,0
10/3/20,2,1407,746,9936,39
10/3/20,3,0,0,0,0
10/3/20,4,5705,636,9040,40
10/3/20,5,16074,2159,128298,0
10/3/20,6,1968,680,10033,74
10/3/20,7,4513,0,0,0
10/3/20,8,629,50,3381,0
10/3/20,9,645,188,1987,0
10/3/20,10,14803,2787,22151,160
10/3/20,11,7134,1444,29924,133
10/3/20,12,51,82,556,0
10/3/20,13,142,94,1660,18
10/3/20,14,1377,911,4406,0
10/3/20,15,474,677,2552,20
10/3/20,16,9023,2442,69192,0
10/3/20,17,3669,1419,8534,85
10/3/20,18,698,0,0,0
10/3/20,19,1205,1274,10982,28
10/3/20,20,5545,0,0,0
10/3/20,21,9507,672,13213,12
10/3/20,22,3957,597,9343,96
10/3/20,23,142,18,0,2
10/3/20,24,7124,1275,39251,0
10/3/20,25,2126,1421,14061,53
10/3/20,26,2169,1708,11659,0
10/3/20,27,2,0,0,0
10/3/20,28,3011,609,0,0
10/3/20,29,186,501,920,12
10/3/20,30,3629,2202,34360,0
10/3/20,31,191,440,1254,10
10/3/20,32,493,792,4912,23
10/3/20,33,442,63,1632,0
10/3/20,34,16135,947,0,0
10/3/20,35,887,339,6673,16
10/3/20,36,1620,526,3049,0
10/3/20,37,25505,1731,132536,0
10/3/20,38,4925,1157,45870,47
10/3/20,39,1051,1189,16473,1
10/3/20,40,571,348,4262,0
10/3/20,41,8199,0,0,0
10/3/20,42,681,628,0,0
10/3/20,43,1119,169,2535,28
10/3/20,44,3442,1706,0,0
10/3/20,45,248,464,1294,27
10/3/20,46,2560,1192,16756,32
10/3/20,47,15992,7006,97191,0
10/3/20,48,476,1068,6029,40
10/3/20,49,3270,1116,18444,74
10/3/20,50,20,0,0,0
10/3/20,51,58,10,917,0
10/3/20,52,2143,694,20361,13
10/3/20,53,1383,3054,11192,82
10/3/20,54,357,161,6045,0
10/3/20,55,53,151,0,1
10/2/20,0,57,128,6839,0
10/2/20,1,2550,954,6042,163
10/2/20,2,1391,958,10866,43
10/2/20,3,0,0,45,0
10/2/20,4,5693,551,6657,14
10/2/20,5,15986,3590,92990,0
10/2/20,6,1962,682,10142,11
10/2/20,7,4513,555,71475,0
10/2/20,8,629,65,3873,0
10/2/20,9,642,150,1916,0
10/2/20,10,14730,2660,23026,170
10/2/20,11,7106,1300,14321,123
10/2/20,12,50,67,503,0
10/2/20,13,139,105,1712,15
10/2/20,14,1372,925,4124,0
10/2/20,15,472,513,1783,14
10/2/20,16,8992,2456,70485,0
10/2/20,17,3656,1464,9327,72
10/2/20,18,698,1362,8305,66
10/2/20,19,1197,999,21986,19
10/2/20,20,5545,817,21887,0
10/2/20,21,9490,761,20698,18
10/2/20,22,3950,712,10873,32
10/2/20,23,142,37,6862,1
10/2/20,24,7110,984,39183,0
10/2/20,25,2112,1166,16309,35
10/2/20,26,2144,1485,9286,0
10/2/20,27,2,3,0,0
10/2/20,28,2999,672,0,0
10/2/20,29,186,355,4298,2
10/2/20,30,3608,1775,34268,0
10/2/20,31,191,476,936,18
10/2/20,32,493,621,4101,7
10/2/20,33,442,217,1818,5
10/2/20,34,16131,740,57741,34
10/2/20,35,882,226,7154,23
10/2/20,36,1609,772,4306,0
10/2/20,37,25497,1598,117895,0
10/2/20,38,4905,1495,30056,82
10/2/20,39,1044,1190,13529,59
10/2/20,40,563,301,5047,5
10/2/20,41,8179,1161,15332,0
10/2/20,42,673,680,0,0
10/2/20,43,1118,162,2248,7
10/2/20,44,3409,862,20736,56
10/2/20,45,237,386,872,10
10/2/20,46,2515,971,15311,45
10/2/20,47,15895,3503,82910,0
10/2/20,48,474,1107,8258,34
10/2/20,49,3250,966,19265,16
10/2/20,50,20,3,237,0
10/2/20,51,58,13,1002,0
10/2/20,52,2132,594,16021,40
10/2/20,53,1363,2825,10850,97
10/2/20,54,355,283,9628,0
10/2/20,55,53,131,1852,6
10/1/20,0,57,132,4984,0
10/1/20,1,2548,1043,6095,0
10/1/20,2,1384,1124,11978,91
10/1/20,3,0,0,0,0
10/1/20,4,5674,705,13119,107
10/1/20,5,15888,3062,63587,0
10/1/20,6,1960,511,8721,10
10/1/20,7,4511,192,10195,139
10/1/20,8,628,32,2288,0
10/1/20,9,636,174,1481,0
10/1/20,10,14619,2628,22023,213
10/1/20,11,7063,1308,19405,146
10/1/20,12,49,62,372,0
10/1/20,13,136,120,1842,15
10/1/20,14,1360,1038,5038,0
10/1/20,15,469,614,1963,12
10/1/20,16,8940,2166,63449,0
10/1/20,17,3645,1157,6724,97
10/1/20,18,678,0,0,0
10/1/20,19,1191,888,23118,36
10/1/20,20,5519,551,15590,0
10/1/20,21,9480,754,17451,29
10/1/20,22,3949,785,9408,12
10/1/20,23,142,40,7251,2
10/1/20,24,7102,998,34721,0
10/1/20,25,2102,1066,13808,57
10/1/20,26,2128,1799,9234,0
10/1/20,27,2,0,0,0
10/1/20,28,2979,696,0,131
10/1/20,29,181,429,5122,10
10/1/20,30,3579,2277,26513,0
10/1/20,31,191,372,1036,25
10/1/20,32,478,520,3384,34
10/1/20,33,441,51,2070,0
10/1/20,34,16127,614,0,38
10/1/20,35,877,278,5745,20
10/1/20,36,1603,430,3031,0
10/1/20,37,25490,1382,107836,0
10/1/20,38,4817,1327,72935,90
10/1/20,39,1035,1170,10243,61
10/1/20,40,560,353,5719,15
10/1/20,41,8160,1156,10512,0
10/1/20,42,665,312,0,0
10/1/20,43,1117,166,2732,11
10/1/20,44,3400,381,6975,0
10/1/20,45,236,747,3487,29
10/1/20,46,2501,1293,17083,49
10/1/20,47,15823,3534,41638,0
10/1/20,48,459,1008,5240,35
10/1/20,49,3228,450,23872,85
10/1/20,50,20,5,205,0
10/1/20,51,58,3,1114,0
10/1/20,52,2126,480,13210,50
10/1/20,53,1358,3000,11474,109
10/1/20,54,354,176,4844,0
10/1/20,55,53,135,0,2
9/30/20,0,56,106,6045,0
9/30/20,1,2540,1147,11312,75
9/30/20,2,1369,942,21205,0
9/30/20,3,0,0,0,0
9/30/20,4,5650,323,3735,72
9/30/20,5,15792,3200,88457,0
